,title,studio,year,domestic_gross,foreign_gross,total_gross
1458,The Selfish Giant,IFC,2013,12200,0,12200
1459,Charlie Countryman,MNE,2013,11700,0,11700
1460,Just Like a Woman,Cohen,2013,11400,0,11400
1461,So Young,CL,2013,11200,0,11200
1462,In the Name Of,FM,2013,9900,0,9900
1463,InchAllah (U.S. only),EOne,2013,9800,0,9800
1464,Welcome to the Punch,IFC,2013,9700,0,9700
1465,Clandestine Childhood,IFC,2013,9000,0,9000
1466,Argento's Dracula 3D,IFC,2013,8100,0,8100
1467,Finding Mr. Right,CL,2013,6900,0,6900
1468,Paradise: Hope,Strand,2013,6700,0,6700
1469,Paradise: Faith,Strand,2013,6500,0,6500
1470,The Guillotines,WGUSA,2013,5300,0,5300
1471,The Stroller Strategy,Rialto,2013,3500,0,3500
1472,What Richard Did,Trib.,2013,2700,0,2700
1473,Caught in the Web,Vita.,2013,1100,0,1100
1474,I Spit on Your Grave 2,Anch.,2013,800,0,800
1475,Into the White,Magn.,2013,700,0,700
1476,Storage 24,Magn.,2013,100,0,100
1477,Transformers: Age of Extinction,Par.,2014,245400000,858600000,1104000000
1478,The Hobbit: The Battle of the Five Armies,WB (NL),2014,255100000,700900000,956000000
1479,Guardians of the Galaxy,BV,2014,333200000,440200000,773400000
1480,Maleficent,BV,2014,241400000,517100000,758500000
1481,The Hunger Games: Mockingjay - Part 1,LGF,2014,337100000,418200000,755300000
1482,X-Men: Days of Future Past,Fox,2014,233900000,513900000,747800000
1483,Captain America: The Winter Soldier,BV,2014,259800000,454500000,714300000
1484,Dawn of the Planet of the Apes,Fox,2014,208500000,502100000,710600000
1485,The Amazing Spider-Man 2,Sony,2014,202900000,506100000,709000000
1486,Interstellar,Par.,2014,188000000,489400000,677400000
1487,Big Hero 6,BV,2014,222500000,435300000,657800000
1488,How to Train Your Dragon 2,Fox,2014,177000000,444500000,621500000
1489,American Sniper,WB,2014,350100000,197300000,547400000
1490,Godzilla (2014),WB,2014,200700000,328400000,529100000
1491,Rio 2,Fox,2014,131500000,368600000,500100000
1492,Teenage Mutant Ninja Turtles (2014),Par.,2014,191200000,302100000,493300000
1493,The LEGO Movie,WB,2014,257800000,211400000,469200000
1494,Lucy,Uni.,2014,126700000,336700000,463400000
1495,Penguins of Madagascar,Fox,2014,83400000,289700000,373100000
1496,Edge of Tomorrow,WB,2014,100200000,270300000,370500000
1497,Gone Girl,Fox,2014,167800000,201600000,369400000
1498,Night at the Museum: Secret of the Tomb,Fox,2014,113700000,249500000,363200000
1499,Noah,Par.,2014,101200000,261399999,362599999
1500,The Maze Runner,Fox,2014,102400000,245900000,348300000
1501,300: Rise of An Empire,WB,2014,106600000,231000000,337600000
1502,22 Jump Street,Sony,2014,191700000,139600000,331300000
1503,The Fault in our Stars,Fox,2014,124900000,182300000,307200000
1504,Divergent,LG/S,2014,150900000,137900000,288800000
1505,Mr. Peabody & Sherman,Fox,2014,111500000,164200000,275700000
1506,Neighbors,Uni.,2014,150200000,120500000,270700000
1507,Exodus: Gods and Kings,Fox,2014,65000000,203200000,268200000
1508,Annabelle,WB (NL),2014,84300000,172800000,257100000
1509,Hercules (2014),Par.,2014,72700000,172100000,244800000
1510,RoboCop (2014),Sony,2014,58600000,184100000,242700000
1511,The Imitation Game,Wein.,2014,91100000,142400000,233500000
1512,Non-Stop,Uni.,2014,92200000,130600000,222800000
1513,Dracula Untold,Uni.,2014,56300000,160800000,217100000
1514,The Expendables 3,LGF,2014,39300000,175300000,214600000
1515,Into the Woods,BV,2014,128000000,85100000,213100000
1516,Fury (2014),Sony,2014,85800000,126000000,211800000
1517,Journey to the West,Magn.,2014,18100,205600000,205618100
1518,Need for Speed,BV,2014,43600000,159700000,203300000
1519,The Other Woman (2014),Fox,2014,83900000,112800000,196700000
1520,The Equalizer,Sony,2014,101500000,90800000,192300000
1521,Breakup Buddies,CL,2014,778000,188200000,188978000
1522,The Grand Budapest Hotel,FoxS,2014,59300000,115500000,174800000
1523,Dumb and Dumber To,Uni.,2014,86200000,83600000,169800000
1524,Unbroken,Uni.,2014,115600000,47800000,163400000
1525,Into The Storm,WB (NL),2014,47600000,114100000,161700000
1526,The Monuments Men,Sony,2014,78000000,77000000,155000000
1527,Ride Along,Uni.,2014,134900000,19500000,154400000
1528,Planes: Fire & Rescue,BV,2014,59200000,92200000,151400000
1529,Let's Be Cops,Fox,2014,82400000,55800000,138200000
1530,Jack Ryan: Shadow Recruit,Par.,2014,50600000,84900000,135500000
1531,Annie (2014),Sony,2014,85900000,47900000,133800000
1532,Blended,WB,2014,46300000,81700000,128000000
1533,Sex Tape,Sony,2014,38500000,87500000,126000000
1534,The Theory of Everything,Focus,2014,35900000,87800000,123700000
1535,The Nut Job,ORF,2014,64300000,56600000,120900000
1536,The Wind Rises,BV,2014,5200000,112700000,117900000
1537,Pompeii,TriS,2014,23200000,94600000,117800000
1538,The Admiral: Roaring Currents,CJ,2014,2600000,109600000,112200000
1539,The Purge: Anarchy,Uni.,2014,72000000,40000000,112000000
1540,The Boxtrolls,Focus,2014,50800000,58400000,109200000
1541,Horrible Bosses 2,WB,2014,54400000,53200000,107600000
1542,Ouija,Uni.,2014,50900000,52700000,103600000
1543,Birdman,FoxS,2014,42300000,60900000,103200000
1544,Transcendence,WB,2014,23000000,80000000,103000000
1545,"Alexander and the Terrible, Horrible, No Good, Very Bad Day",BV,2014,67000000,34400000,101400000
1546,Heaven is for Real,TriS,2014,91400000,9900000,101300000
1547,Tammy,WB (NL),2014,84500000,16000000,100500000
1548,P.K.,UTV,2014,10600000,89800000,100400000
1549,The Book of Life (2014),Fox,2014,50200000,49600000,99800000
1550,Paranormal Activity: The Marked Ones,Par.,2014,32500000,58400000,90900000
1551,The Hundred-Foot Journey,BV,2014,54200000,34600000,88800000
1552,John Wick,LG/S,2014,43000000,45700000,88700000
1553,Deliver Us From Evil,SGem,2014,30600000,57400000,88000000
1554,A Million Ways to Die in the West,Uni.,2014,43100000,44100000,87200000
1555,Snowpiercer,RTWC,2014,4600000,82200000,86800000
1556,Step Up All In,LG/S,2014,14900000,71300000,86200000
1557,The Judge,WB,2014,47100000,37300000,84400000
1558,Muppets Most Wanted,BV,2014,51200000,29200000,80400000
1559,If I Stay,WB (NL),2014,50500000,28400000,78900000
1560,"I, Frankenstein",LGF,2014,19100000,52100000,71200000
1561,The Attorney,WGUSA,2014,557000,70000000,70557000
1562,Think Like a Man Too,SGem,2014,65200000,5000000,70200000
1563,Brick Mansions,Rela.,2014,20400000,48500000,68900000
1564,Stalingrad (2014),Sony,2014,1000000,67099999,68099999
1565,Son of God,Fox,2014,59700000,8100000,67800000
1566,Jersey Boys,WB,2014,47000000,20600000,67600000
1567,The Giver,Wein.,2014,45100000,21900000,67000000
1568,Selma,Par.,2014,52100000,14700000,66800000
1569,God's Not Dead,Free,2014,60800000,3900000,64700000
1570,Thunder and the House of Magic!,Shout!,2014,4100,64200000,64204100
1571,Begin Again,Wein.,2014,16200000,47300000,63500000
1572,The Legend of Hercules,LG/S,2014,18800000,42400000,61200000
1573,Evangelion: 3.0 You Can (Not) Redo,Elev.,2014,175000,60300000,60475000
1574,Dolphin Tale 2,WB,2014,42000000,15800000,57800000
1575,St. Vincent,Wein.,2014,44100000,10700000,54800000
1576,No Good Deed (2014),SGem,2014,52500000,1800000,54300000
1577,A Walk Among the Tombstones,Uni.,2014,26300000,26900000,53200000
1578,3 Days to Kill,Rela.,2014,30700000,21900000,52600000
1579,Wild (2014),FoxS,2014,37900000,14600000,52500000
1580,Magic in the Moonlight,SPC,2014,10500000,40500000,51000000
1581,Dragon Ball Z: Battle of Gods,SV,2014,2600000,47800000,50400000
1582,About Last Night (2014),SGem,2014,48600000,365000,48965000
1583,Whiplash,SPC,2014,13100000,35900000,49000000
1584,Chef,ORF,2014,31400000,14500000,45900000
1585,Earth to Echo,Rela.,2014,38900000,6400000,45300000
1586,Boyhood,IFC,2014,25400000,19100000,44500000
1587,Oculus,Rela.,2014,27700000,16300000,44000000
1588,Bang Bang,FIP,2014,2500000,39500000,42000000
1589,As Above/So Below,Uni.,2014,21300000,20600000,41900000
1590,This is Where I Leave You,WB,2014,34300000,7000000,41300000
1591,That Awkward Moment,Focus,2014,26100000,14400000,40500000
1592,Frank Miller's Sin City: A Dame to Kill For,W/Dim.,2014,13800000,25600000,39400000
1593,The Gambler,Par.,2014,33700000,5600000,39300000
1594,Million Dollar Arm,BV,2014,36500000,2800000,39300000
1595,Nightcrawler,ORF,2014,32400000,6300000,38700000
1596,Devil's Due,Fox,2014,15800000,21100000,36900000
1597,A Most Wanted Man,RAtt.,2014,17200000,19000000,36200000
1598,The Best of Me,Rela.,2014,26800000,9200000,36000000
1599,Endless Love (2014),Uni.,2014,23400000,11300000,34700000
1600,Get On Up,Uni.,2014,30700000,2700000,33400000
1601,The November Man,Rela.,2014,25000000,7500000,32500000
1602,The Pirates,WGUSA,2014,416000,32100000,32516000
1603,Winter's Tale,WB,2014,12600000,18500000,31100000
1604,When the Game Stands Tall,TriS,2014,30100000,0,30100000
1605,Draft Day,LG/S,2014,28800000,620000,29420000
1606,Big Eyes,Wein.,2014,14500000,14800000,29300000
1607,The Divine Move,CJ,2014,137000,27800000,27937000
1608,Top Five,Par.,2014,25300000,800000,26100000
1609,Iceman (2014),WGUSA,2014,7700,26000000,26007700
1610,And So It Goes,CE,2014,15200000,10200000,25400000
1611,On the Other Side of the Tracks,Wein.,2014,9600,25100000,25109600
1612,The Players,Wein.,2014,10900,24600000,24610900
1613,The Tale of The Princess Kaguya,GK,2014,703000,23500000,24203000
1614,A Haunted House 2,ORF,2014,17300000,6600000,23900000
1615,The Railway Man,Wein.,2014,4400000,17900000,22300000
1616,Mr. Turner,SPC,2014,4000000,18200000,22200000
1617,The Suspect (2014),WGUSA,2014,219000,21400000,21619000
1618,Bears,BV,2014,17800000,3500000,21300000
1619,Yves Saint Laurent,Wein.,2014,724000,20300000,21024000
1620,Labor Day,Par.,2014,13400000,6900000,20300000
1621,"Like Father, Like Son (2014)",IFC,2014,335000,19600000,19935000
1622,Left Behind (2014),Free,2014,14000000,5700000,19700000
1623,Legends of Oz: Dorothy's Return,CE,2014,8500000,10200000,18700000
1624,The Drop,FoxS,2014,10700000,7900000,18600000
1625,The Quiet Ones,LGF,2014,8500000,9300000,17800000
1626,Sabotage (2014),ORF,2014,10500000,7000000,17500000
1627,Addicted,LGF,2014,17400000,0,17400000
1628,Road to Ninja - Naruto the Movie,Elev.,2014,43200,17300000,17343200
1629,Calvary,FoxS,2014,3600000,13300000,16900000
1630,The Pyramid,Fox,2014,2800000,14100000,16900000
1631,Tyler Perry's The Single Moms Club,LGF,2014,16000000,364000,16364000
1632,Beyond Outrage,Magn.,2014,3900,16200000,16203900
1633,Before I Go To Sleep,CE,2014,3200000,12200000,15400000
1634,Vampire Academy,Wein.,2014,7800000,7600000,15400000
1635,Inherent Vice,WB,2014,8100000,6600000,14700000
1636,Island of Lemurs: Madagascar (IMAX),WB,2014,11300000,2800000,14100000
1637,The Two Faces of January,Magn.,2014,507000,13000000,13507000
1638,Fading Gigolo,MNE,2014,3800000,9600000,13400000
1639,Foxcatcher,SPC,2014,12100000,0,12100000
1640,A Most Violent Year,A24,2014,5700000,6300000,12000000
1641,The Interview (2014),Sony,2014,6100000,5200000,11300000
1642,One Chance,Wein.,2014,101000,10800000,10901000
1643,Bicycling with Moliere,Strand,2014,59900,10700000,10759900
1644,Belle,FoxS,2014,10700000,0,10700000
1645,Wetlands,Strand,2014,59500,10500000,10559500
1646,Moms' Night Out,TriS,2014,10400000,0,10400000
1647,The Babadook,IFC,2014,964000,9300000,10264000
1648,Nymphomaniac: Volume I,Magn.,2014,786000,9500000,10286000
1649,Gladiators of Rome,VPD,2014,8200,10100000,10108200
1650,Mood Indigo,Drft.,2014,303000,9500000,9803000
1651,Alan Partridge: The Movie,Magn.,2014,153000,9600000,9753000
1652,Venus in Fur,IFC,2014,374000,8000000,8374000
1653,Filth,Magn.,2014,34400,8300000,8334400
1654,What If (2014),CBS,2014,3500000,4400000,7900000
1655,Finding Fanny,FIP,2014,616000,7100000,7716000
1656,Pride (2014),CBS,2014,1400000,6100000,7500000
1657,Chinese Puzzle,Cohen,2014,339000,7100000,7439000
1658,A Long Way Down,Magn.,2014,13300,7200000,7213300
1660,"Two Days, One Night",IFC,2014,1400000,5400000,6800000
1661,A Letter to Momo,GK,2014,71700,6700000,6771700
1662,Cantinflas,LGF,2014,6400000,0,6400000
1663,Le Chef,Cohen,2014,343000,5900000,6243000
1664,Mas Negro Que La Noche,LGF,2014,870000,5200000,6070000
1665,French Gigolo (Cliente),IFC,2014,3000,6000000,6003000
1666,The Trip to Italy,IFC,2014,2900000,3000000,5900000
1667,The Immigrant,Wein.,2014,2000000,3800000,5800000
1668,Wish I Was Here,Focus,2014,3600000,1900000,5500000
1669,Under the Skin (2014),A24,2014,2600000,2800000,5400000
1670,The Skeleton Twins,RAtt.,2014,5300000,0,5300000
1671,The French Minister,IFC,2014,12000,5100000,5112000
1672,Ernest & Celestine,GK,2014,262000,4800000,5062000
1673,Tracks (2014),Wein.,2014,510000,4400000,4910000
1674,The Love Punch,KE,2014,267000,4500000,4767000
1675,Dear White People,RAtt.,2014,4400000,0,4400000
1676,The Lunchbox,SPC,2014,4200000,0,4200000
1677,My Old Lady,Cohen,2014,4000000,0,4000000
1678,Diplomacy,Zeit.,2014,231000,3700000,3931000
1679,Horns,RTWC,2014,174000,3700000,3874000
1680,Ida,MBox,2014,3800000,0,3800000
1682,Ragnarok,Magn.,2014,1400,3700000,3701400
1683,Veronica Mars,WB,2014,3300000,195000,3495000
1684,Mommy,RAtt.,2014,3500000,0,3500000
1686,The Grand Seduction,EOne,2014,3400000,0,3400000
1687,Enemy,A24,2014,1000000,2400000,3400000
1688,Words and Pictures,RAtt.,2014,2200000,1200000,3400000
1689,The Protector 2,Magn.,2014,2500,3300000,3302500
1690,The Rover,A24,2014,1100000,2100000,3200000
1691,The Mystery of Happiness,Strand,2014,8500,3200000,3208500
1692,Rosewater,ORF,2014,3100000,0,3100000
1693,Obvious Child,A24,2014,3100000,0,3100000
1694,The German Doctor,Gold.,2014,418000,2600000,3018000
1695,Citizenfour,RTWC,2014,2800000,202000,3002000
1696,A Coffee in Berlin,MBox,2014,150000,2600000,2750000
1697,The Good Lie,WB,2014,2700000,0,2700000
1698,The Raid 2,SPC,2014,2600000,0,2600000
1699,Living is Easy with Eyes Closed,Outs,2014,11600,2600000,2611600
1700,A Five Star Life,MBox,2014,307000,2200000,2507000
1701,Kick,UTV,2014,2500000,0,2500000
1702,Kill the Messenger,Focus,2014,2500000,0,2500000
1703,The Homesman,Saban,2014,2400000,0,2400000
1704,Blood Ties (2014),RAtt.,2014,42500,2400000,2442500
1705,The Guest (2014),PH,2014,333000,2000000,2333000
1706,Life of Riley,KL,2014,11600,2300000,2311600
1707,Ode to My Father,CJ,2014,2300000,0,2300000
1708,Love is Strange,SPC,2014,2300000,0,2300000
1709,Marius,KL,2014,9800,2200000,2209800
1710,"Men, Women & Children",Par.,2014,706000,1500000,2206000
1711,2 States,UTV,2014,2200000,0,2200000
1712,Nymphomaniac: Volume II,Magn.,2014,327000,1900000,2227000
1713,Le Week-End,MBox,2014,2200000,0,2200000
1714,Gloria (2014),RAtt.,2014,2100000,0,2100000
1715,"20,000 Days on Earth",Drft.,2014,280000,1800000,2080000
1716,Only Lovers Left Alive,SPC,2014,1900000,0,1900000
1717,Tusk,A24,2014,1800000,0,1800000
1718,Awake: The Life of Yogananda,CF&SR,2014,1500000,0,1500000
1719,Fed Up,RTWC,2014,1500000,0,1500000
1720,Finding Vivian Maier,IFC,2014,1500000,0,1500000
1721,Make Your Move,HTR,2014,125000,1300000,1425000
1722,Bright Days Ahead,Trib.,2014,21800,1400000,1421800
1723,Locke,A24,2014,1400000,0,1400000
1724,Force Majeure,Magn.,2014,1400000,0,1400000
1725,Postman Pat: The Movie,Shout!,2014,1500,1300000,1301500
1726,Just a Sigh,Distrib.,2014,75500,1200000,1275500
1727,Jai Ho,Eros,2014,1300000,0,1300000
1728,For a Woman,FM,2014,32299,1200000,1232299
1729,Singham Returns,Eros,2014,1200000,0,1200000
1730,Why Don't You Play in Hell,Drft.,2014,28500,1200000,1228500
1731,The Remaining,Triu,2014,1200000,0,1200000
1732,The Way He Looks,Strand,2014,101000,1100000,1201000
1733,Ilo Ilo,FM,2014,56800,1100000,1156800
1734,Hector And The Search For Happiness,Rela.,2014,1100000,0,1100000
1735,Leviathan (2014),SPC,2014,1100000,0,1100000
1736,The Captive,A24,2014,1100000,0,1100000
1737,Laggies,A24,2014,1100000,0,1100000
1738,Jackpot,DR,2014,800,1100000,1100800
1740,Haider,UTV,2014,1000000,0,1000000
1741,Third Person,SPC,2014,1000000,0,1000000
1742,Borgman,Drft.,2014,57500,952000,1009500
1743,The Disappearance of Eleanor Rigby,Wein.,2014,588000,397000,985000
1744,Shaadi Ke Side Effects,Eros,2014,921000,0,921000
1745,Song of the Sea,GK,2014,858000,0,858000
1746,Kochadaiiyaan,Eros,2014,817000,0,817000
1747,Age of Uprising: The Legend of Michael Kohlhaas (U.S. only),MBox,2014,3300,797000,800300
1748,The Zero Theorem,Ampl.,2014,258000,513000,771000
1749,Palo Alto,Trib.,2014,768000,0,768000
1750,Ek Villain,Eros,2014,731000,0,731000
1751,Khoobsurat,UTV,2014,711000,0,711000
1752,Holiday (2014),Relbig.,2014,707000,0,707000
1753,Hasee Toh Phasee,Relbig.,2014,646000,0,646000
1754,Frank,Magn.,2014,645000,0,645000
1755,Mary Kom,Eros,2014,621000,0,621000
1756,The Signal (2014),Focus,2014,601000,0,601000
1757,Back in Time (Congcong Nanian),CL,2014,569000,0,569000
1758,Highway (2014),UTV,2014,529000,0,529000
1759,Dom Hemingway,FoxS,2014,524000,0,524000
1760,The One I Love,RTWC,2014,513000,0,513000
1761,Archipelago,KL,2014,7800,492000,499800
1762,A Girl Walks Home Alone at Night,KL,2014,492000,0,492000
1763,The Congress,Drft.,2014,138000,318000,456000
1764,In Secret,RAtt.,2014,444000,0,444000
1765,Bjork - Biophilia Live,CP,2014,128000,306000,434000
1766,But Always (Yi Sheng Yi Shi),CL,2014,431000,0,431000
1767,Beijing Love Story,CL,2014,428000,0,428000
1768,Goodbye to Language,KL,2014,390000,0,390000
1769,Humpty Sharma Ki Dulhania,Relbig.,2014,380000,0,380000
1770,Women Who Flirt (Sajiao Nvren),CL,2014,375000,0,375000
1771,Joe (2014),RAtt.,2014,373000,0,373000
1772,Omar,AF,2014,356000,0,356000
1773,The Face of Love,IFC,2014,350000,0,350000
1774,Jimi: All Is By My Side,XL,2014,341000,0,341000
1775,I Origins,FoxS,2014,336000,0,336000
1776,The Last Sentence,MBox,2014,62500,265000,327500
1777,On My Way,Cohen,2014,317000,0,317000
1778,Happy Ending,Eros,2014,314000,0,314000
1779,I Am Eleven,Proud,2014,310000,0,310000
1780,7 Boxes,BGP,2014,38100,267000,305100
1781,The Dance of Reality,Abk.,2014,294000,0,294000
1782,Elsa & Fred (2014),MNE,2014,286000,0,286000
1783,Main Tera Hero,Eros,2014,275000,0,275000
1784,Night Moves,Cdgm.,2014,272000,0,272000
1785,Love on the Cloud (Wei Ai),CL,2014,272000,0,272000
1786,Life of Crime,RAtt.,2014,265000,0,265000
1787,The Green Prince,MBox,2014,258000,0,258000
1788,Action Jackson (2014),Eros,2014,257000,0,257000
1789,The Blue Room,IFC,2014,255000,0,255000
1790,Tazza: The Hidden Card,CJ,2014,252000,0,252000
1791,James Cameron's Deepsea Challenge 3D,DLA,2014,236000,0,236000
1792,Gabrielle (2014),EOne,2014,5500,222000,227500
1793,The Breakup Guru,CL,2014,209000,0,209000
1794,Bethlehem,AF,2014,202000,0,202000
1795,The Double (2014),Magn.,2014,200000,0,200000
1796,Listen Up Philip,Trib.,2014,200000,0,200000
1797,We Are The Best!,Magn.,2014,181000,0,181000
1798,That Demon Within,CL,2014,172000,0,172000
1799,God's Pocket,IFC,2014,170000,0,170000
1800,Unrelated,KL,2014,4500,154000,158500
1801,The Polar Express (2014 re-issue),WB,2014,139000,0,139000
1802,May in the Summer,Cohen,2014,22000,112000,134000
1803,The Jewish Cardinal,FM,2014,134000,0,134000
1804,Zero Motivation,Zeit.,2014,116000,0,116000
1805,Life's a Breeze,Magn.,2014,3500,99700,103200
1806,The Golden Era,CL,2014,103000,0,103000
1807,God Help the Girl,Ampl.,2014,103000,0,103000
1808,The Best Offer,IFC,2014,100000,0,100000
1809,Child's Pose,Zeit.,2014,97200,0,97200
1810,Cuban Fury,EOne,2014,92400,0,92400
1811,Girl on a Bicycle,Mont.,2014,91400,0,91400
1812,Breathe In,Cohen,2014,89700,0,89700
1813,Life After Beth,A24,2014,88300,0,88300
1814,Advanced Style,B360,2014,87900,0,87900
1815,Better Living Through Chemistry,Gold.,2014,75100,0,75100
1816,For No Good Reason,SPC,2014,67400,0,67400
1817,The Notebook (2014),SPC,2014,66600,0,66600
1818,Heropanti,UTV,2014,63600,0,63600
1819,No Tears for the Dead,CJ,2014,63100,0,63100
1820,Young and Beautiful,IFC,2014,61100,0,61100
1821,Siddharth,Zeit.,2014,60500,0,60500
1822,Walk of Shame,FCW,2014,59200,0,59200
1823,The Conformist (2014 re-release),KL,2014,58700,0,58700
1824,Rudderless,Gold.,2014,58300,0,58300
1825,The Rocket (2014),KL,2014,56800,0,56800
1826,In Bloom,BWP,2014,56100,0,56100
1827,Starred Up,Trib.,2014,54900,0,54900
1828,Half of a Yellow Sun,Mont.,2014,54500,0,54500
1829,Hateship Loveship,IFC,2014,54000,0,54000
1830,"1,000 Times Good Night",FM,2014,53900,0,53900
1831,The Missing Picture,Strand,2014,52200,0,52200
1832,Decoding Annie Parker,EOne,2014,48400,0,48400
1833,Alphaville (2013 re-release),Rialto,2014,47700,0,47700
1834,Return to The Hiding Place,SEA,2014,45400,0,45400
1835,Policeman,Crnth,2014,11300,27000,38300
1836,White Bird in a Blizzard,Magn.,2014,33800,0,33800
1837,The Hero of Color City,Magn.,2014,32200,0,32200
1838,Bird People,IFC,2014,32100,0,32100
1839,Closed Curtain,Vari.,2014,28100,0,28100
1840,Lilting,Strand,2014,27100,0,27100
1841,Adult World,IFC,2014,25400,0,25400
1842,A Tale of Winter (Conte d'hiver),BWP,2014,23300,0,23300
1843,The Decent One,KL,2014,21300,0,21300
1844,Guardian Angel,RME,2014,19500,0,19500
1845,Tasting Menu,Magn.,2014,18700,0,18700
1846,Two Night Stand,EOne,2014,18600,0,18600
1847,Burning Bush,KL,2014,16700,0,16700
1848,Horses of God,KL,2014,14800,0,14800
1849,13 Sins,RTWC,2014,13800,0,13800
1850,Camp X-Ray,IFC,2014,13300,0,13300
1851,Special ID,WGUSA,2014,12700,0,12700
1852,Wolves,KE,2014,12100,0,12100
1853,Falcon Rising,Free,2014,11800,0,11800
1854,You're Not You,EOne,2014,11500,0,11500
1855,The Amazing Catfish,Strand,2014,11300,0,11300
1856,Stray Dogs,CGld,2014,10400,0,10400
1857,Canopy,Mont.,2014,8500,0,8500
1858,Love is in the Air,FCW,2014,8400,0,8400
1859,Empty Hours,Strand,2014,8200,0,8200
1860,Rigor Mortis,WGUSA,2014,7900,0,7900
1861,The Little Bedroom,CLS,2014,7400,0,7400
1862,Plot for Peace,,2014,7100,0,7100
1863,Very Good Girls,WGUSA,2014,6900,0,6900
1864,Pioneer,Magn.,2014,6900,0,6900
1865,Life of a King,MNE,2014,6500,0,6500
1866,The Strange Little Cat,KS,2014,5900,0,5900
1867,"2 Autumns, 3 Winters",FM,2014,5800,0,5800
1868,The Devil's Hand,RAtt.,2014,5700,0,5700
1869,Anna,VE,2014,4300,0,4300
1870,Open Windows,Cdgm.,2014,1800,0,1800
1871,Mr. Pip,Free,2014,1700,0,1700
1872,Star Wars: The Force Awakens,BV,2015,936700000,1131,936701131
1873,Jurassic World,Uni.,2015,652300000,1019,652301019
1874,Furious 7,Uni.,2015,353000000,1163,353001163
1875,Avengers: Age of Ultron,BV,2015,459000000,946400000,1405400000
1876,Minions,Uni.,2015,336000000,823400000,1159400000
1877,Spectre,Sony,2015,200100000,680600000,880700000
1878,Inside Out,BV,2015,356500000,501100000,857600000
1879,Mission: Impossible - Rogue Nation,Par.,2015,195000000,487700000,682700000
1880,The Hunger Games: Mockingjay - Part 2,LGF,2015,281700000,371700000,653400000
1881,The Martian,Fox,2015,228400000,401700000,630100000
1882,Fifty Shades of Grey,Uni.,2015,166200000,404800000,571000000
1883,Cinderella (2015),BV,2015,201200000,342400000,543600000
1884,The Revenant,Fox,2015,183600000,349300000,532900000
1885,Ant-Man,BV,2015,180200000,339100000,519300000
1886,Hotel Transylvania 2,Sony,2015,169700000,305100000,474800000
1887,San Andreas,WB (NL),2015,155200000,318800000,474000000
1888,Terminator: Genisys,Par.,2015,89800000,350800000,440600000
1889,Kingsman: The Secret Service,Fox,2015,128300000,286100000,414400000
1890,Home (2015),Fox,2015,177400000,208600000,386000000
1891,Mad Max: Fury Road,WB,2015,153600000,224800000,378400000
1892,The Good Dinosaur,BV,2015,123100000,209100000,332200000
1893,Taken 3,Fox,2015,89300000,237200000,326500000
1894,The SpongeBob Movie: Sponge Out of Water,Par.,2015,163000000,162200000,325200000
1895,Maze Runner: The Scorch Trials,Fox,2015,81700000,230600000,312300000
1896,The Divergent Series: Insurgent,LG/S,2015,130199999,167100000,297299999
1897,Pitch Perfect 2,Uni.,2015,184300000,103200000,287500000
1898,Paddington,W/Dim.,2015,76300000,191800000,268100000
1899,Mojin: The Lost Legend,WGUSA,2015,1200000,258100000,259300000
1900,Lost in Hong Kong,WGUSA,2015,1300000,255000000,256300000
1901,The Peanuts Movie,Fox,2015,130199999,116100000,246299999
1902,Pixels,Sony,2015,78700000,166100000,244800000
1903,Daddy's Home,Par.,2015,150400000,92400000,242800000
1904,Spy,Fox,2015,110800000,124800000,235600000
1905,Alvin and the Chipmunks: The Road Chip,Fox,2015,85900000,148900000,234800000
1906,Goodbye Mr. Loser,CL,2015,1300000,226800000,228100000
1907,Ted 2,Uni.,2015,81500000,135200000,216700000
1908,Tomorrowland,BV,2015,93400000,115700000,209100000
1909,Everest (2015),Uni.,2015,43500000,159900000,203400000
1910,Straight Outta Compton,Uni.,2015,161200000,40400000,201600000
1911,The Intern,WB,2015,75800000,118800000,194600000
1912,Jupiter Ascending,WB,2015,47400000,136600000,184000000
1913,Creed,WB (NL),2015,109800000,63800000,173600000
1914,Fantastic Four,Fox,2015,56100000,111900000,168000000
1915,Bridge of Spies,BV,2015,72300000,93200000,165500000
1916,Focus (2015),WB,2015,53900000,105200000,159100000
1917,The Hateful Eight,Wein.,2015,54100000,101600000,155700000
1918,Goosebumps,Sony,2015,80100000,70100000,150200000
1919,The Last Witch Hunter,LG/S,2015,27400000,119600000,147000000
1920,The Taking of Tiger Mountain,WGUSA,2015,229000,141400000,141629000
1921,Trainwreck,Uni.,2015,110200000,30600000,140800000
1922,Mr. Six,CL,2015,1400000,137800000,139200000
1923,Point Break (2015),WB,2015,28800000,104900000,133700000
1924,The Big Short,Par.,2015,70300000,63200000,133500000
1925,Pan,WB,2015,35100000,93300000,128400000
1926,Wolf Totem,Sony,2015,211000,125600000,125811000
1927,Magic Mike XXL,WB,2015,66000000,56500000,122500000
1928,Dragon Blade,LGP,2015,74100,121500000,121574100
1929,Seventh Son,Uni.,2015,17200000,97000000,114200000
1930,Insidious Chapter 3,Focus,2015,52200000,60800000,113000000
1931,Get Hard,WB,2015,90400000,21400000,111800000
1932,The Man From U.N.C.L.E.,WB,2015,45400000,64400000,109800000
1933,Paul Blart: Mall Cop 2,Sony,2015,71000000,36600000,107600000
